"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","X","HMDB","PUBCHEM","CHEMSPIDER","KEGG","CAS","PRIMARY_ID","X.1","X.2","X.3","X.4","X.5","Standardized name"
100001392,402,34534,158670,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1862,"NAMED","FUJLYHJROOYKRA-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O","laurylcarnitine (C12)","laurylcarnitine (C12)",NA,"hmdb:HMDB000225","pubchem:168381","chemspider:8602997","","CAS:25518-54-1","hmdb:HMDB000225",NA,NA,NA,NA,"","CAR 12:0"
100001393,400,34407,156109,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",354,"NAMED","IGQBPDJNUXPEMT-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CC(C)C)=O)=O","isovalerylcarnitine (C5)","isovalerylcarnitine (C5)",NA,"hmdb:HMDB0000688","pubchem:169235","chemspider:4932271","kegg:C20826","CAS:31023-24-2","hmdb:HMDB0000688",NA,NA,NA,NA,"","CAR 4:0;3Me"
100001395,402,34419,158662,"Lipid","Lysophospholipid",2617,"NAMED","SPJFYYJXNPEZDW-UTJQPWESSA-N","O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([O-])OCC[N+](C)(C)C","1-linoleoyl-GPC (18:2)","1-linoleoyl-GPC (18:2)",NA,"hmdb:HMDB0010386","pubchem:11988421","chemspider:10160888","kegg:C04100","","hmdb:HMDB0010386",NA,NA,NA,NA,"","LPC 18:2/0:0"
100001396,400,34390,156093,"Xenobiotics","Xanthine Metabolism",4603,"NAMED","PFWLFWPASULGAN-UHFFFAOYSA-N","OC1=C(N2C)C(N=C2)=NC(O)=N1","7-methylxanthine","7-methylxanthine",NA,"hmdb:HMDB0001991","pubchem:68374","chemspider:61660","kegg:C16353","CAS:552-62-5","hmdb:HMDB0001991",NA,NA,NA,NA,"","7-Methylxanthine"
100001397,209,34404,126930,"Xenobiotics","Xanthine Metabolism",4600,"NAMED","BYXCFUMGEBZDDI-UHFFFAOYSA-N","CN(C(N1C)=O)C(NC2=O)=C(N2C)C1=O","1,3,7-trimethylurate","1,3,7-trimethylurate",NA,"hmdb:HMDB0002123","pubchem:79437","chemspider:71754","kegg:C16361","CAS:5415-44-1","hmdb:HMDB0002123",NA,NA,NA,NA,"","1,3,7-Trimethyluric acid"
100001398,209,34399,126922,"Xenobiotics","Xanthine Metabolism",4599,"NAMED","HMLZLHKHNBLLJD-UHFFFAOYSA-N","CN1C(NC(C(N2C)=C1NC2=O)=O)=O","3,7-dimethylurate","3,7-dimethylurate",NA,"hmdb:HMDB0001982","pubchem:83126","chemspider:74994","kegg:C16360","CAS:13087-49-5","hmdb:HMDB0001982",NA,NA,NA,NA,"","3,7-Dimethyluric acid"
100001399,209,34400,126924,"Xenobiotics","Xanthine Metabolism",4598,"NAMED","NOFNCLGCUJJPKU-UHFFFAOYSA-N","CN1C(NC(N2)=C(C1=O)N(C)C2=O)=O","1,7-dimethylurate","1,7-dimethylurate",NA,"hmdb:HMDB0011103","pubchem:91611","chemspider:82720","kegg:C16356","CAS:33868-03-0","hmdb:HMDB0011103",NA,NA,NA,NA,"","1,7-Dimethyluric acid"
100001400,400,34395,156098,"Xenobiotics","Xanthine Metabolism",4595,"NAMED","QFDRTQONISXGJA-UHFFFAOYSA-N","CN1C(NC(N2)=C(C1=O)NC2=O)=O","1-methylurate","1-methylurate",NA,"hmdb:HMDB0003099","pubchem:69726","chemspider:62926","kegg:C16359","CAS:708-79-2","hmdb:HMDB0003099",NA,NA,NA,NA,"","1-Methyluric acid"
100001401,400,34378,161488,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",486,"NAMED","XGEGHDBEHXKFPX-UHFFFAOYSA-N","NC(NC)=O","methylurea","methylurea",NA,"","pubchem:11719","chemspider:11227","kegg:C16363","CAS:598-50-5","pubchem:11719",NA,NA,NA,NA,"","N-Methylurea"
100001403,305,34424,165245,"Xenobiotics","Xanthine Metabolism",4604,"NAMED","POQOTWQIYYNXAT-UHFFFAOYSA-N","O=C(NC(N)=C1NC(C)=O)N(C)C1=O","5-acetylamino-6-amino-3-methyluracil","5-acetylamino-6-amino-3-methyluracil",NA,"hmdb:HMDB0004400","pubchem:88299","chemspider:79659","kegg:C16366","CAS:1196153-01-1","hmdb:HMDB0004400",NA,NA,NA,NA,"","5-Acetylamino-6-amino-3-methyluracil"
100001404,209,34402,150358,"Amino Acid","Tryptophan Metabolism",317,"NAMED","JTEDVYBZBROSJT-UHFFFAOYSA-N","OC(CCCC1=CNC2=C1C=CC=C2)=O","indolebutyrate","indolebutyrate",NA,"hmdb:HMDB0002096","pubchem:8617","chemspider:8298","kegg:C11284","CAS:133-32-4","hmdb:HMDB0002096",NA,NA,NA,NA,"","3-Indolebutyric acid"
100001405,209,34389,126906,"Xenobiotics","Xanthine Metabolism",4601,"NAMED","MVOYJPOZRLFTCP-UHFFFAOYSA-N","O=C(N1C)NC2=C(NC=N2)C1=O","1-methylxanthine","1-methylxanthine",NA,"hmdb:HMDB0010738","pubchem:80220","chemspider:72464","kegg:C16358","CAS:6136-37-4","hmdb:HMDB0010738",NA,NA,NA,NA,"","1-Methylxanthine"
100001409,400,48351,179271,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4127,"NAMED","WJNGQIYEQLPJMN-UHFFFAOYSA-N","OC(C1O)C(OC1CO)N(C=N2)C(N=CN3C)=C2C3=O","N1-methylinosine","N1-methylinosine",NA,"hmdb:HMDB0002721","pubchem:650095","chemspider:513976","","CAS:20245-33-4","hmdb:HMDB0002721",NA,NA,NA,NA,"","1-Methylinosine"
100001412,400,35137,156155,"Nucleotide","Purine Metabolism, Guanine containing",4193,"NAMED","RSPURTUNRHNVGF-IOSLPCCCSA-N","O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N(C)C)N1","N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",NA,"hmdb:HMDB0004824","pubchem:135501639","chemspider:83878","","CAS:2140-67-2","hmdb:HMDB0004824",NA,NA,NA,NA,"","N2,N2-Dimethylguanosine"
100001413,400,35130,156149,"Nucleotide","Pyrimidine Metabolism, Cytidine containing",4257,"NAMED","NIDVTARKFBZMOT-PEBGCTIMSA-N","O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(NC(C)=O)C=C2)=O)[H]","N4-acetylcytidine","N4-acetylcytidine",NA,"hmdb:HMDB0005923","pubchem:107461","chemspider:96702","","CAS:3768-18-1","hmdb:HMDB0005923",NA,NA,NA,NA,"","N4-Acetylcytidine"
100001415,209,35157,126974,"Nucleotide","Purine Metabolism, Adenine containing",4165,"NAMED","UNUYMBPXEFMLNW-HZPYULPISA-N","OC(C)C(C(O)=O)NC(NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=O","N6-carbamoylthreonyladenosine","N6-carbamoylthreonyladenosine",NA,"hmdb:HMDB0041623","pubchem:161466","chemspider:141829","","CAS:24719-82-2","hmdb:HMDB0041623",NA,NA,NA,NA,"","N6-Carbamoyl-L-threonyladenosine"
100001416,305,35172,147813,"Nucleotide","Pyrimidine Metabolism, Orotate containing",4210,"NAMED","FKCRAVPPBFWEJD-XVFCMESISA-N","O=C(C=C(C(O)=O)N1[C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)NC1=O","orotidine","orotidine",NA,"hmdb:HMDB0000788","pubchem:92751","chemspider:83729","","CAS:314-50-1","hmdb:HMDB0000788",NA,NA,NA,NA,"","Orotidine"
100001417,209,35126,126960,"Peptide","Acetylated Peptides",1187,"NAMED","JFLIEFSWGNOPJJ-JTQLQIEISA-N","O=C(CC1=CC=CC=C1)N[C@@H](CCC(N)=O)C(O)=O","phenylacetylglutamine","phenylacetylglutamine",NA,"hmdb:HMDB0006344","pubchem:92258","chemspider:270643","kegg:C04148","CAS:28047-15-6","hmdb:HMDB0006344",NA,NA,NA,NA,"","alpha-N-Phenylacetylglutamine"
100001423,209,35527,127577,"Xenobiotics","Benzoate Metabolism",4471,"NAMED","ZMHLUFWWWPBTIU-UHFFFAOYSA-N","O=C(NCC(O)=O)C1=CC=C(O)C=C1","4-hydroxyhippurate","4-hydroxyhippurate",NA,"hmdb:HMDB0013678","pubchem:151012","chemspider:133104","","CAS:2482-25-9","hmdb:HMDB0013678",NA,NA,NA,NA,"","4-Hydroxyhippuric acid"
100001425,209,61833,218435,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4223,"NAMED","ZPTBLXKRQACLCR-XVFCMESISA-N","OC[C@H]1O[C@@H](N2CCC(NC2=O)=O)[C@@H]([C@@H]1O)O","5,6-dihydrouridine","5,6-dihydrouridine",NA,"hmdb:HMDB0000497","pubchem:94312","chemspider:85115","","CAS:5627-05-4","hmdb:HMDB0000497",NA,NA,NA,NA,"","5,6-Dihydrouridine"
100001426,209,62924,220780,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4245,"NAMED","YXNIEZJFCGTDKV-UHFFFAOYSA-N","OCC1C(O)C(O)C(N2C=CC(N(CCC(C(O)=O)N)C2=O)=O)O1","3-(3-amino-3-carboxypropyl)uridine*","3-(3-amino-3-carboxypropyl)uridine*",NA,"","pubchem:171198","chemspider:149669","","CAS:52745-94-5","pubchem:171198",NA,NA,NA,NA,"","3-(3-amino-3-carboxypropyl)uridine"
100001433,209,34397,126918,"Lipid","Monoacylglycerol",2863,"NAMED","DCPCOKIYJYGMDN-DOFZRALJSA-N","O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCC(O)CO","1-arachidonylglycerol (20:4)","1-arachidonylglycerol (20:4)",NA,"hmdb:HMDB11578","pubchem:16019980,5282281","chemspider:4445452","kegg:C13857","CAS:35474-99-8","hmdb:HMDB11578",NA,NA,NA,NA,"","MG 20:4"
100001435,209,34393,126910,"Lipid","Monoacylglycerol",2858,"NAMED","XQBHBEXBUZDCRY-QNEBEIHSSA-N","O=C(OCC(O)CO)CCCC\C=C/C\C=C/C\C=C/CCCCC","1-linolenoylglycerol (18:3)","1-linolenoylglycerol (18:3)",NA,"hmdb:HMDB0011569","pubchem:53480978","chemspider:21403134","","CAS:124151-74-2","hmdb:HMDB0011569",NA,NA,NA,NA,"","MG 18:3"
100001437,400,35159,161190,"Amino Acid","Glutathione Metabolism",573,"NAMED","BNRXZEPOHPEEAS-UHFFFAOYSA-N","NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O","cysteine-glutathione disulfide","cysteine-glutathione disulfide",NA,"hmdb:HMDB0000656","pubchem:3080690","chemspider:3455404","kegg:R00900","CAS:13081-14-6","hmdb:HMDB0000656",NA,NA,NA,NA,"","S-Glutathionyl-cysteine"
100001446,209,35136,128207,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4225,"NAMED","DWRXFEITVBNRMK-JXOAFFINSA-N","O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N(C=C2C)C(NC2=O)=O","5-methyluridine (ribothymidine)","5-methyluridine (ribothymidine)",NA,"hmdb:HMDB0000884","pubchem:445408","chemspider:393058","","CAS:1463-10-1","hmdb:HMDB0000884",NA,NA,NA,NA,"","Ribothymidine"
100001452,209,35107,126956,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",353,"NAMED","ZRQXMKMBBMNNQC-UHFFFAOYSA-N","O=C(O)CNC(CC(C)C)=O","isovalerylglycine","isovalerylglycine",NA,"hmdb:HMDB00678","pubchem:546304","chemspider:475516","","CAS:16284-60-9","hmdb:HMDB00678",NA,NA,NA,NA,"","Isovalerylglycine"
100001454,209,62915,220767,"Lipid","Fatty Acid, Dicarboxylate",1688,"NAMED","FYVQCLGZFXHEGL-UHFFFAOYSA-N","O=C(O)CC(O)CCCCCCCCC(O)=O","3-hydroxydodecanedioate*","3-hydroxydodecanedioate*",NA,"hmdb:HMDB0000413","pubchem:16663321","chemspider:13628081","","CAS:34574-69-1","hmdb:HMDB0000413",NA,NA,NA,NA,"","3-Hydroxy-dodecanedioic acid"
100001455,305,35121,147210,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",4324,"NAMED","ZBSGKPYXQINNGF-UHFFFAOYSA-N","O=C(C1=CC=CN=C1)NCC(O)=O","nicotinurate (nicotinoylglycine)","nicotinurate",NA,"hmdb:HMDB0003269","pubchem:68499","chemspider:61774","kegg:C05380","CAS:583-08-4","hmdb:HMDB0003269",NA,NA,NA,NA,"","Nicotinuric acid"
100001456,400,35114,156140,"Nucleotide","Purine Metabolism, Guanine containing",4187,"NAMED","FZWGECJQACGGTI-UHFFFAOYSA-N","O=C1C(N2C)=C(N=C2)N=C(N)N1","7-methylguanine","7-methylguanine",NA,"hmdb:HMDB0000897","pubchem:135398679","chemspider:10883","kegg:C02242","CAS:578-76-7","hmdb:HMDB0000897",NA,NA,NA,NA,"","7-Methylguanine"
100001461,402,42398,159466,"Lipid","Lysophospholipid",2670,"NAMED","BBYWOYAFBUOUFP-JOCHJYFZSA-N","O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O","1-stearoyl-GPE (18:0)","1-stearoyl-GPE (18:0)",NA,"hmdb:HMDB0011130","pubchem:9547068","chemspider:7826018","","CAS:69747-55-3","hmdb:HMDB0011130",NA,NA,NA,NA,"","LPE 18:0/0:0"
100001462,209,34437,126952,"Lipid","Lysophospholipid",2712,"NAMED","HFJVKBVEKQHVTO-OZAIVSQSSA-N","O=P(OCC(O)CO)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O","1-stearoyl-GPG (18:0)","1-stearoyl-GPG (18:0)",NA,"","","","","","chemspider:21403138",NA,NA,NA,NA,"","LPG 18:0/0:0"
100001466,400,35132,156151,"Nucleotide","Pyrimidine Metabolism, Cytidine containing",4255,"NAMED","RDPUKVRQKWBSPK-ZOQUXTDFSA-N","O[C@]([C@@]1(O)[H])([C@](O[C@](CO)1[H])([H])N2C=CC(N(C)C2=O)=N)[H]","3-methylcytidine","3-methylcytidine",NA,"hmdb:HMDB0240577","pubchem:14237477","chemspider:9164190","","CAS:21028-20-6","hmdb:HMDB0240577",NA,NA,NA,NA,"","3-Methylcytidine"
100001468,209,40469,143005,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",4325,"NAMED","JLQSXXWTCJPCBC-UHFFFAOYSA-N","O=C(C1=C([H])N(C(C([H])=C1[H])=O)C([H])([H])[H])N([H])[H]","N1-Methyl-2-pyridone-5-carboxamide","N1-Methyl-2-pyridone-5-carboxamide",NA,"hmdb:HMDB0004193","pubchem:69698","chemspider:62899","kegg:C05842","CAS:701-44-0","hmdb:HMDB0004193",NA,NA,NA,NA,"","N1-Methyl-2-pyridone-5-carboxamide"
100001472,209,35174,126980,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1580,"NAMED","UNSRRHDPHVZAHH-YOILPLPUSA-N","O=C(O)CCC\C=C/C/C=C\C/C=C\CCCCCCCC","mead acid (20:3n9)","mead acid (20:3n9)",NA,"hmdb:HMDB0010378","pubchem:5312531","chemspider:4471956","","CAS:20590-32-3","hmdb:HMDB0010378",NA,NA,NA,NA,"","ETrE(5Z,8Z,11Z)"
100001481,209,35153,128209,"Lipid","Monoacylglycerol",2867,"NAMED","JWPHORDRFVRZPP-KUBAVDMBSA-N","O=C(OCC(O)CO)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1-docosahexaenoylglycerol (22:6)","1-docosahexaenoylglycerol (22:6)",NA,"hmdb:HMDB0011587","pubchem:53480995","chemspider:10477810","","","hmdb:HMDB0011587",NA,NA,NA,NA,"","MG 22:6"
100001485,400,34456,156123,"Peptide","Gamma-glutamyl Amino Acid",638,"NAMED","SNCKGJWJABDZHI-SIPWABPFSA-N","CCC(C)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O","gamma-glutamylisoleucine*","gamma-glutamylisoleucine*",NA,"hmdb:HMDB0011170","pubchem:22885096","chemspider:21403145","","","hmdb:HMDB0011170",NA,NA,NA,NA,"","gamma-Glutamylisoleucine"
100001501,402,35160,158710,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1887,"NAMED","IPOLTUVFXFHAHI-WHIOSMTNSA-N","[O-]C(C[C@@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)C[N+](C)(C)C)=O","oleoylcarnitine (C18:1)","oleoylcarnitine (C18:1)",NA,"hmdb:HMDB0005065","pubchem:6441392","chemspider:21403150","","CAS:38677-66-6","hmdb:HMDB0005065",NA,NA,NA,NA,"","CAR 18:1"
100001509,400,45095,157090,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",397,"NAMED","IHCPDBBYTYJYIL-UHFFFAOYSA-N","CCC(C)C(OC(CC([O-])=O)C[N+](C)(C)C)=O","2-methylbutyrylcarnitine (C5)","2-methylbutyrylcarnitine (C5)",NA,"hmdb:HMDB0000378","pubchem:6426901","chemspider:4932320","","CAS:31023-25-3","hmdb:HMDB0000378",NA,NA,NA,NA,"","CAR 4:0;2Me"
100001510,209,32553,143728,"Amino Acid","Tyrosine Metabolism",190,"NAMED","CTYRPMDGLDAWRQ-UHFFFAOYSA-N","OS(OC1=CC=CC=C1)(=O)=O","phenol sulfate","phenol sulfate",NA,"hmdb:HMDB0060015","pubchem:74426","chemspider:67018","kegg:C02180","CAS:937-34-8","hmdb:HMDB0060015",NA,NA,NA,NA,"","Phenyl hydrogen sulfate"
100001511,402,33230,158553,"Lipid","Lysophospholipid",2603,"NAMED","LFUDDCMNKWEORN-KHPPLWFESA-N","O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCC/C=C\CCCCCC)=O","1-palmitoleoyl-GPC (16:1)*","1-palmitoleoyl-GPC* (16:1)*",NA,"hmdb:HMDB0010383","pubchem:24779461","chemspider:21403152","","","hmdb:HMDB0010383",NA,NA,NA,NA,"","LPC 16:1/0:0"
100001527,209,35436,128227,"Lipid","Fatty Acid Metabolism (Acyl Glycine)",1806,"NAMED","UPCKIPHSXMXJOX-UHFFFAOYSA-N","O=C(O)CNC(CCCCC)=O","hexanoylglycine","hexanoylglycine (C6)",NA,"hmdb:HMDB0000701","pubchem:99463","chemspider:89859","","CAS:24003-67-6","hmdb:HMDB0000701",NA,NA,NA,NA,"","NA-Gly 6:0"
100001538,400,35661,156219,"Xenobiotics","Drug - Analgesics, Anesthetics",5422,"NAMED","NNJVILVZKWQKPM-UHFFFAOYSA-N","CC1=CC=CC(C)=C1NC(CN(CC)CC)=O","lidocaine","lidocaine",NA,"hmdb:HMDB0014426","pubchem:3676","chemspider:3548","kegg:D00358","CAS:137-58-6","hmdb:HMDB0014426",NA,NA,NA,NA,"","Lidocaine"
100001539,400,33080,156000,"Xenobiotics","Drug - Analgesics, Anesthetics",5423,"NAMED","WRMRXPASUROZGT-UHFFFAOYSA-N","CC1=CC=CC(C)=C1NC(CNCC)=O","N-ethylglycinexylidide","N-ethylglycinexylidide",NA,"hmdb:HMDB0060656","pubchem:24415","chemspider:22824","kegg:C16561","CAS:7728-40-7","hmdb:HMDB0060656",NA,NA,NA,NA,"","Monoethylglycinexylidide"
100001540,400,46225,157124,"Partially Characterized Molecules","Partially Characterized Molecules",6453,"NAMED","NPWMTBZSRRLQNJ-UHFFFAOYSA-N","O=C(CCC1N)NC1=O","glutamine_degradant*","glutamine_degradant*",NA,"","","","","","CAS:2353-44-8",NA,NA,NA,NA,"",NA
100001541,209,36746,128281,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",395,"NAMED","RILPIWOPNGRASR-UHFFFAOYSA-N","O=C(C(C(CC)C)O)O","2-hydroxy-3-methylvalerate","2-hydroxy-3-methylvalerate",NA,"hmdb:HMDB0000317","pubchem:164623","chemspider:144317","","CAS:488-15-3","hmdb:HMDB0000317",NA,NA,NA,NA,"","2-Hydroxy-3-methyl-pentanoic acid"
100001550,400,33009,155996,"Xenobiotics","Food Component/Plant",4934,"NAMED","XULZWQRXYTVUTE-ZETCQYMHSA-N","C[N+]1(C)[C@@H](CCCC1)[C@]([O-])=O","homostachydrine*","homostachydrine*",NA,"hmdb:HMDB0033433","pubchem:441447","chemspider:390180","kegg:C08283","CAS:1195-94-4","hmdb:HMDB0033433",NA,NA,NA,NA,"","(S)-Homostachydrine"
100001551,402,33228,158552,"Lipid","Lysophospholipid",2636,"NAMED","LAXQYRRMGGEGOH-JXRLJXCWSA-N","C[N+](C)(C)CCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)([O-])=O","1-arachidonoyl-GPC (20:4n6)*","1-arachidonoyl-GPC* (20:4)*",NA,"hmdb:HMDB0010395","pubchem:24779476","chemspider:21403155","kegg:C05208","","hmdb:HMDB0010395",NA,NA,NA,NA,"","LPC 20:4/0:0"
100001562,209,35253,126137,"Lipid","Lysophospholipid",2602,"NAMED","NEGQHKSYEYVFTD-HSZRJFAPSA-N","OC[C@](OC(CCCCCCCCCCCCCCC)=O)([H])COP(OCC[N+](C)(C)C)([O-])=O","2-palmitoyl-GPC (16:0)*","2-palmitoyl-GPC* (16:0)*",NA,"hmdb:HMDB0061702","pubchem:15061532","chemspider:21403165","","","hmdb:HMDB0061702",NA,NA,NA,NA,"","LPC 0:0/16:0"
100001567,402,35631,158748,"Lipid","Lysophospholipid",2663,"NAMED","YVYMBNSKXOXSKW-HXUWFJFHSA-N","O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCC)=O","1-palmitoyl-GPE (16:0)","1-palmitoyl-GPE (16:0)",NA,"hmdb:HMDB0011503","pubchem:9547069","chemspider:7826019","","CAS:53862-35-4","hmdb:HMDB0011503",NA,NA,NA,NA,"","LPE 16:0/0:0"
100001569,402,35628,158745,"Lipid","Lysophospholipid",2672,"NAMED","PYVRVRFVLRNJLY-MZMPXXGTSA-N","O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCC\C=C/CCCCCCCC)=O","1-oleoyl-GPE (18:1)","1-oleoyl-GPE (18:1)",NA,"hmdb:HMDB0011506","pubchem:9547071","chemspider:7826021","","CAS:89576-29-4","hmdb:HMDB0011506",NA,NA,NA,NA,"","LPE 18:1/0:0"
100001570,402,36600,158788,"Lipid","Lysophospholipid",2674,"NAMED","DBHKHNGBVGWQJE-HZJYTTRNSA-N","O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)OCCN","1-linoleoyl-GPE (18:2)*","1-linoleoyl-GPE (18:2)*",NA,"hmdb:HMDB0011507","pubchem:52925130","chemspider:21403170","","","hmdb:HMDB0011507",NA,NA,NA,NA,"","LPE 18:2/0:0"
100001571,402,35186,158719,"Lipid","Lysophospholipid",2687,"NAMED","ROPRRXYVXLDXQO-XSQXPFHXSA-N","NCCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)(O)=O","1-arachidonoyl-GPE (20:4n6)*","1-arachidonoyl-GPE (20:4n6)*",NA,"hmdb:HMDB0011517","pubchem:42607465","chemspider:21403171","","","hmdb:HMDB0011517",NA,NA,NA,NA,"","LPE 20:4/0:0"
100001577,209,48434,155079,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",504,"NAMED","WMQMIOYQXNRROC-LURJTMIESA-N","OC([C@@H](NC(C)=O)CCCNC(N)=O)=O","N-acetylcitrulline","N-acetylcitrulline",NA,"hmdb:HMDB0000856","pubchem:656979","chemspider:571213","kegg:C15532,C02851","CAS:33965-42-3","hmdb:HMDB0000856",NA,NA,NA,NA,"","N-Acetylcitrulline"
100001579,209,35675,128275,"Lipid","Fatty Acid, Monohydroxy",1969,"NAMED","JGHSBPIZNUXPLA-UHFFFAOYSA-N","O=C(O)C(O)CCCCCCCCCCCCCC","2-hydroxypalmitate","2-hydroxypalmitate",NA,"hmdb:HMDB0031057","pubchem:12575964,92836,11065598","chemspider:83805","","CAS:764-67-0","hmdb:HMDB0031057",NA,NA,NA,NA,"","2-Hydroxypalmitic acid"
100001580,209,37478,127695,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1577,"NAMED","AVKOENOBFIYBSA-WMPRHZDHSA-N","OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","docosapentaenoate (n6 DPA; 22:5n6)","docosapentaenoate (n6 DPA; 22:5n6)",NA,"hmdb:HMDB0001976","pubchem:6441454","chemspider:4945614","kegg:C16513","CAS:25182-74-5","hmdb:HMDB0001976",NA,NA,NA,NA,"","Docosapentaenoic acid (22n-6)"
100001586,305,46957,148205,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",4358,"NAMED","RGHNJXZEOKUKBD-NRXMZTRTSA-N","OC([C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)=O","gulonate*","gulonate*",NA,"hmdb:HMDB0003290","pubchem:152304","chemspider:7969943","kegg:C00800","CAS:20246-53-1","hmdb:HMDB0003290",NA,NA,NA,NA,"","Gulonic acid"
100001590,209,35437,128229,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",427,"NAMED","DCICDMMXFIELDF-UHFFFAOYSA-N","O=C(O)CNC(C(C)C)=O","isobutyrylglycine","isobutyrylglycine (C4)",NA,"hmdb:HMDB0000730","pubchem:10855600","chemspider:9030891","","CAS:15926-18-8","hmdb:HMDB0000730",NA,NA,NA,NA,"","Isobutyrylglycine"
100001593,400,44664,157075,"Amino Acid","Lysine Metabolism",127,"NAMED","NXJAXUYOQLTISD-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCCC(O)=O)=O)=O","glutarylcarnitine (C5-DC)","glutarylcarnitine (C5-DC)",NA,"hmdb:HMDB0013130","pubchem:71317118","chemspider:21403175","","CAS:102636-82-8","hmdb:HMDB0013130",NA,NA,NA,NA,"","CAR DC5:0"
100001594,400,35433,156184,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",364,"NAMED","IGLHHSKNBDXCEY-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CC(O)(C)C)=O)=O","beta-hydroxyisovaleroylcarnitine","beta-hydroxyisovaleroylcarnitine",NA,"","","","","CAS:99159-87-2","chemspider:21403176",NA,NA,NA,NA,"","CAR 4:0;OH,Me"
100001596,400,35482,156193,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1776,"NAMED","XROYFEWIXXCPAW-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(C(C)C(O)=O)=O)=O","2-methylmalonylcarnitine (C4-DC)","2-methylmalonylcarnitine (C4-DC)",NA,"hmdb:HMDB0013133","pubchem:53481628","chemspider:21403178","","CAS:149181-64-6","hmdb:HMDB0013133",NA,NA,NA,NA,"","CAR DC3:0;2Me"
100001597,400,35428,156182,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",400,"NAMED","WURBQCVBQNMUQT-RMKNXTFCSA-N","[O-]C(CC(C[N+](C)(C)C)OC(/C(C)=C/C)=O)=O","tiglylcarnitine (C5:1-DC)","tiglyl carnitine (C5)",NA,"hmdb:HMDB0002366","pubchem:22833596","chemspider:17216200","","CAS:64191-86-2","hmdb:HMDB0002366",NA,NA,NA,NA,"","CAR 4:1;2Me"
