"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","X","HMDB","PUBCHEM","CHEMSPIDER","KEGG","CAS","PRIMARY_ID","X.1","X.2","X.3","X.4","X.5","Standardized name"
100001604,209,35322,144222,"Xenobiotics","Drug - Topical Agents",5966,"NAMED","FPXPQMOQWJZYBL-UHFFFAOYSA-N","OC1=CC=C(C=C1)OS(=O)(O)=O","hydroquinone sulfate","hydroquinone sulfate",NA,"hmdb:HMDB0240263","pubchem:161220","chemspider:141624","kegg:C00530","CAS:123-31-9","hmdb:HMDB0240263",NA,NA,NA,NA,"","Quinol sulfate"
100001605,209,35320,143730,"Xenobiotics","Benzoate Metabolism",4499,"NAMED","MZPWKJZDOCIALD-UHFFFAOYSA-N","O=S(OC1=C(O)C=CC=C1)(O)=O","catechol sulfate","catechol sulfate",NA,"hmdb:HMDB0059724","pubchem:3083879","chemspider:2341024","","CAS:4918-96-1","hmdb:HMDB0059724",NA,NA,NA,NA,"","Catechol sulfate"
100001606,305,35324,238705,"Lipid","Sterol",3194,"NAMED","BHYOQNUELFTYRT-UHFFFAOYSA-N","CC1(C2C(C)CCCC(C)C)C(CC2)C(CC=C3C4(CCC(OS(=O)(O)=O)C3)C)C4CC1","cholesterol sulfate","cholesterol sulfate",NA,"hmdb:HMDB00653","pubchem:65076","chemspider:4371550","kegg:C18043","CAS:2864-50-8","hmdb:HMDB00653",NA,NA,NA,NA,"","Cholesterol sulfate"
100001609,209,36776,128301,"Lipid","Sterol",3207,"NAMED","SATGKQGFUDXGAX-MYWFJNCASA-N","O=C(C(CCC[C@H]([C@H]1CC[C@H]2[C@H]3[C@@H]([C@]4(C)C(C[C@H]3O)=CC(CC4)=O)CC[C@@]21C)C)C)O","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)","7-HOCA",NA,"hmdb:HMDB0012458","pubchem:3081085","chemspider:2338765","kegg:C17337","CAS:115538-85-7","hmdb:HMDB0012458",NA,NA,NA,NA,"",NA
100001612,400,35665,156223,"Amino Acid","Glutamate Metabolism",55,"NAMED","OPVPGKGADVGKTG-UHFFFAOYSA-N","CC(NC(C(NC(CCC(O)=O)C(O)=O)=O)CC(O)=O)=O","N-acetyl-aspartyl-glutamate (NAAG)","N-acetyl-aspartyl-glutamate (NAAG)",NA,"hmdb:HMDB0001067","pubchem:188803","chemspider:5065","kegg:C12270","CAS:3106-85-2","hmdb:HMDB0001067",NA,NA,NA,NA,"","N-Acetyl-Asp-Glu"
100001613,209,35669,128271,"Lipid","Fatty Acid, Dicarboxylate",1692,"NAMED","HQHCYKULIHKCEB-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCC(O)=O","tetradecanedioate (C14-DC)","tetradecanedioate (C14)",NA,"hmdb:HMDB0000872","pubchem:13185","chemspider:12630","","CAS:821-38-5","hmdb:HMDB0000872",NA,NA,NA,NA,"","Tetradecanedioic acid"
100001614,209,35678,128277,"Lipid","Fatty Acid, Dicarboxylate",1696,"NAMED","QQHJDPROMQRDLA-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCC(O)=O","hexadecanedioate (C16-DC)","hexadecanedioate (C16)",NA,"hmdb:HMDB0000672","pubchem:10459","chemspider:10027","kegg:C19615","CAS:505-54-4","hmdb:HMDB0000672",NA,NA,NA,NA,"","Hexadecanedioic acid"
100001615,209,36754,128289,"Lipid","Fatty Acid, Dicarboxylate",1699,"NAMED","BNJOQKFENDDGSC-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCCC(O)=O","octadecanedioate (C18-DC)","octadecanedioate (C18)",NA,"hmdb:HMDB0000782","pubchem:70095","chemspider:63283","","CAS:871-70-5","hmdb:HMDB0000782",NA,NA,NA,NA,"","Octadecanedioic acid"
100001617,209,42395,128311,"Lipid","Fatty Acid, Dicarboxylate",1684,"NAMED","LWBHHRRTOZQPDM-UHFFFAOYSA-N","O=C(O)CCCCCCCCCC(O)=O","undecanedioate (C11-DC)","undecanedioate (C11-DC)",NA,"hmdb:HMDB0000888","pubchem:15816","chemspider:15037","","CAS:1852-04-6","hmdb:HMDB0000888",NA,NA,NA,NA,"","Undecanedioic acid"
100001620,400,37455,156380,"Lipid","Phospholipid Metabolism",2241,"NAMED","JZNWSCPGTDBMEW-UHFFFAOYSA-N","O=P(OCCN)(O)OCC(CO)O","glycerophosphoethanolamine","glycerophosphoethanolamine",NA,"hmdb:HMDB0000114","pubchem:123874","chemspider:110410","kegg:C01233","CAS:33049-08-0","hmdb:HMDB0000114",NA,NA,NA,NA,"","sn-Glycero-3-phosphoethanolamine"
100001624,209,35635,128251,"Xenobiotics","Benzoate Metabolism",4572,"NAMED","QVWAEZJXDYOKEH-UHFFFAOYSA-N","O=C(CCC1=CC(O)=CC=C1)O","3-(3-hydroxyphenyl)propionate","3-(3-hydroxyphenyl)propionate",NA,"hmdb:HMDB0000375","pubchem:91","chemspider:89","kegg:C11457","CAS:621-54-5","hmdb:HMDB0000375",NA,NA,NA,NA,"","3-(3-Hydroxyphenyl)propanoic acid"
100001635,400,35651,156211,"Xenobiotics","Chemical",6155,"NAMED","WQXNXVUDBPYKBA-YFKPBYRVSA-N","O=[C@](O)[C@H]1N=C(C)NCC1","ectoine","ectoine",NA,"hmdb:HMDB0240650","pubchem:126041","chemspider:112069","kegg:C06231","CAS:96702-03-3","hmdb:HMDB0240650",NA,NA,NA,NA,"","Ectoine"
100001654,209,34214,142524,"Lipid","Lysophospholipid",2732,"NAMED","LXUGKKVCSTYZFK-OSKOXSHBSA-N","[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)O)=O)([C@]1(O)[H])[H])O","1-arachidonoyl-GPI (20:4)*","1-arachidonoyl-GPI* (20:4)*",NA,"hmdb:HMDB0061690","pubchem:121596217","","","","hmdb:HMDB0061690",NA,NA,NA,NA,"","LPI 20:4/0:0"
100001655,209,35305,146820,"Lipid","Lysophospholipid",2718,"NAMED","UOXRPRZMAROFPH-AQFLIPHUSA-N","[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O","1-palmitoyl-GPI (16:0)","1-palmitoyl-GPI* (16:0)",NA,"hmdb:HMDB0061695","pubchem:71296207","","","","hmdb:HMDB0061695",NA,NA,NA,NA,"","LPI 16:0/0:0"
100001657,209,32620,142564,"Lipid","Secondary Bile Acid Metabolism",3501,"NAMED","FHXBAFXQVZOILS-OETIFKLTSA-N","C[C@]12[C@@]([C@@]([C@@](CC2)([H])[C@](CC3)(C)[C@@]4([H])C[C@@H]3OS(=O)(O)=O)(CC4)[H])([H])CC[C@]1([H])[C@H](C)CCC(NCC(O)=O)=O","glycolithocholate sulfate*","glycolithocholate sulfate*",NA,"hmdb:HMDB0002639","pubchem:72222","chemspider:65188","kegg:C11301","CAS:15324-64-8","hmdb:HMDB0002639",NA,NA,NA,NA,"","Glycolithocholic acid 3-sulfate"
100001658,209,36850,128309,"Lipid","Secondary Bile Acid Metabolism",3503,"NAMED","HSNPMXROZIQAQD-VUIPEFFGSA-N","C[C@@]([C@]([C@@](CC1)([H])[C@@]2([H])[C@](CC3)(C)[C@]1([H])C[C@@H]3OS(=O)(O)=O)(CC4)[H])(CC2)[C@]4([H])[C@H](C)CCC(NCCS(O)(=O)=O)=O","taurolithocholate 3-sulfate","taurolithocholate 3-sulfate",NA,"hmdb:HMDB0002580","pubchem:440071","chemspider:389078","kegg:C03642","CAS:64936-83-0","hmdb:HMDB0002580",NA,NA,NA,NA,"","Taurolithocholic acid 3-sulfate"
100001662,400,36747,156251,"Lipid","Carnitine Metabolism",1932,"NAMED","JHPNVNIEXXLNTR-UHFFFAOYSA-N","C[N+](C)(C)CCCC([O-])=O","deoxycarnitine","deoxycarnitine",NA,"hmdb:HMDB0001161","pubchem:22620","chemspider:705","kegg:C01181","CAS:6249-56-5","hmdb:HMDB0001161",NA,NA,NA,NA,"","3-Dehydroxycarnitine"
100001664,209,48130,151119,"Nucleotide","Purine Metabolism, Adenine containing",4175,"NAMED","VKGZCEJTCKHMRL-UHFFFAOYSA-N","OCC(O1)C(O)C(O)C1N2C=NC3=C(NC(CC(O)=O)C(O)=O)N=CN=C32","N6-succinyladenosine","N6-succinyladenosine",NA,"hmdb:HMDB0000912","pubchem:165243","","","CAS:4542-23-8","hmdb:HMDB0000912",NA,NA,NA,NA,"","Succinyladenosine"
100001668,400,61868,218616,"Amino Acid","Histidine Metabolism",96,"NAMED","AHPWEWASPTZMEK-UHFFFAOYSA-N","OCC(O1)C(O)C(O)C1N2C=NC(CC(O)=O)=C2","1-ribosyl-imidazoleacetate*","1-ribosyl-imidazoleacetate*",NA,"hmdb:HMDB0002331","pubchem:440569","chemspider:4292299","kegg:C05131","CAS:29605-99-0","hmdb:HMDB0002331",NA,NA,NA,NA,"","Imidazoleacetic acid riboside"
100001716,400,35971,235041,"Xenobiotics","Drug - Psychoactive",5890,"NAMED","KVWDHTXUZHCGIO-UHFFFAOYSA-N","CN(CC1)CCN1C2=NC3=CC=CC=C3NC4=C2C=C(C)S4","olanzapine","olanzapine",NA,"hmdb:HMDB0005012","pubchem:135398745","chemspider:10442212","kegg:C07322","CAS:132539-06-1","hmdb:HMDB0005012",NA,NA,NA,NA,"","Olanzapine"
100001721,305,36751,145848,"Amino Acid","Lysine Metabolism",106,"NAMED","VEYYWZRYIYDQJM-ZETCQYMHSA-N","OC([C@H](CCCCN)NC(C)=O)=O","N2-acetyllysine","N2-acetyllysine",NA,"hmdb:HMDB0000446","pubchem:92907","chemspider:83869","kegg:C12989","CAS:1946-82-3","hmdb:HMDB0000446",NA,NA,NA,NA,"","N(2)-Acetyllysine"
100001730,305,62952,220827,"Lipid","Fatty Acid, Dihydroxy",2038,"NAMED","DZAIOXUZHHTJKN-UHFFFAOYSA-N","O=C(CC(CO)O)O","3,4-dihydroxybutyrate","3,4-dihydroxybutyrate",NA,"hmdb:HMDB0000337","pubchem:150929","","","CAS:51267-44-8","hmdb:HMDB0000337",NA,NA,NA,NA,"","3,4-Dihydroxybutyric acid"
100001731,209,42087,143935,"Amino Acid","Tryptophan Metabolism",307,"NAMED","DVJIJAYHBZALOJ-UHFFFAOYSA-N","O=C(NC(CCC(N)=O)C(O)=O)CC1=CNC2=C1C=CC=C2","indoleacetylglutamine","indoleacetylglutamine",NA,"hmdb:HMDB0013240","pubchem:25200879","","","","hmdb:HMDB0013240",NA,NA,NA,NA,"","Indoleacetyl glutamine"
100001733,209,54907,208284,"Lipid","Fatty Acid Metabolism (Acyl Glutamine)",1782,"NAMED","NONGMLDQXRDGIT-UHFFFAOYSA-N","O=C(CCCCC)NC(CCC(N)=O)C(O)=O","hexanoylglutamine","hexanoylglutamine",NA,"","","","","","hmdb:HMDB0242182",NA,NA,NA,NA,"","NA-Gln 6:0"
100001734,209,36752,128287,"Amino Acid","Lysine Metabolism",107,"NAMED","DTERQYGMUDWYAZ-ZETCQYMHSA-N","N[C@@H](CCCCNC(C)=O)C(O)=O","N6-acetyllysine","N6-acetyllysine",NA,"hmdb:HMDB0000206","pubchem:92832","chemspider:83801","kegg:C02727","CAS:692-04-6","hmdb:HMDB0000206",NA,NA,NA,NA,"","N6-Acetyllysine"
100001739,209,35718,143707,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1573,"NAMED","AHANXAKGNAKFSK-PDBXOOCHSA-N","CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O","dihomo-linolenate (20:3n3 or n6)","dihomolinolenate (20:3n3 or 3n6)",NA,"hmdb:HMDB0002925","pubchem:5280581","chemspider:4471954","kegg:C03242","CAS:17046-59-2","hmdb:HMDB0002925",NA,NA,NA,NA,"","Eicosatrienoic acid"
100001740,305,46142,146560,"Carbohydrate","Fructose, Mannose and Galactose Metabolism",1352,"NAMED","FBPFZTCFMRRESA-UHFFFAOYSA-N","OCC(O)C(O)C(O)C(O)CO","mannitol/sorbitol","mannitol/sorbitol",NA,"hmdb:HMDB0000247,HMDB0000765","pubchem:5780,6251","chemspider:440","kegg:C00392,C00794","","hmdb:HMDB0000247",NA,NA,NA,NA,"","Sorbitol"
100001743,400,37097,156317,"Amino Acid","Tryptophan Metabolism",264,"NAMED","AOHCBEAZXHZMOR-ZDUSSCGKSA-N","O=C([O-])[C@@H]([N@+](C)(C)C)CC1=CNC2=C1C=CC=C2","tryptophan betaine","tryptophan betaine",NA,"hmdb:HMDB0061115","pubchem:442106","chemspider:390633","kegg:C09213","CAS:20671-76-5","hmdb:HMDB0061115",NA,NA,NA,NA,"","Lenticin"
100001755,209,36098,144223,"Xenobiotics","Benzoate Metabolism",4526,"NAMED","IETVQHUKTKKBFF-UHFFFAOYSA-N","O=S(OC1=CC=C(C=C)C=C1)(O)=O","4-vinylphenol sulfate","4-vinylphenol sulfate",NA,"hmdb:HMDB0062775","pubchem:6426766","chemspider:4932200","kegg:C05627","CAS:2628-17-3","hmdb:HMDB0062775",NA,NA,NA,NA,"","4-Hydroxystyrene"
100001756,209,36099,144224,"Xenobiotics","Benzoate Metabolism",4524,"NAMED","DWZGLEPNCRFCEP-UHFFFAOYSA-N","O=S(OC1=CC=C(CC)C=C1)(O)=O","4-ethylphenylsulfate","4-ethylphenyl sulfate",NA,"hmdb:HMDB0062551","pubchem:20822574","","kegg:C13637","CAS:123-07-9","hmdb:HMDB0062551",NA,NA,NA,NA,"","4-Ethylphenylsulfate"
100001757,209,36095,144225,"Xenobiotics","Food Component/Plant",5078,"NAMED","NODSEPOUFZPJEQ-UHFFFAOYSA-N","CC(C)C1=CC=C(C)C=C1OS(=O)(O)=O","thymol sulfate","thymol sulfate",NA,"hmdb:HMDB0062720","pubchem:12456386","chemspider:10709958","kegg:C09908","CAS:89-83-8","hmdb:HMDB0062720",NA,NA,NA,NA,"","Thymol sulfate"
100001765,305,36749,146966,"Lipid","Fatty Acid, Dicarboxylate",1670,"NAMED","SYEOWUNSTUDKGM-UHFFFAOYSA-N","O=C(O)CC(C)CCC(O)=O","3-methyladipate","3-methyladipate",NA,"hmdb:HMDB0000555","pubchem:12292","chemspider:11789","","CAS:3058-01-3","hmdb:HMDB0000555",NA,NA,NA,NA,"","3-Methyladipic acid"
100001767,209,48428,155071,"Xenobiotics","Food Component/Plant",5118,"NAMED","VTYFITADLSVOAS-UHFFFAOYSA-N","NC(C(O)=O)CCCCN1C(C=O)=CC=C1CO","pyrraline","pyrraline",NA,"hmdb:HMDB0033143","pubchem:14274616","chemspider:19980286","kegg:C21013","CAS:74509-14-1","hmdb:HMDB0033143",NA,NA,NA,NA,"","Pyrraline"
100001777,209,36602,146821,"Lipid","Lysophospholipid",2724,"NAMED","UGDOFRYHDCDVHD-JCASDCETSA-N","[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCC/C=C\CCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O","1-oleoyl-GPI (18:1)","1-oleoyl-GPI (18:1)",NA,"hmdb:HMDB0061693","pubchem:86289645","","","","hmdb:HMDB0061693",NA,NA,NA,NA,"","LPI 18:1/0:0"
100001778,209,36594,146822,"Lipid","Lysophospholipid",2726,"NAMED","SAHCQBPGXQFTRA-WNOZMNFTSA-N","[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O)([C@]1(O)[H])[H])O","1-linoleoyl-GPI (18:2)*","1-linoleoyl-GPI* (18:2)*",NA,"hmdb:HMDB0240597","pubchem:11124828","","","","hmdb:HMDB0240597",NA,NA,NA,NA,"","LPI 18:2/0:0"
100001787,209,46331,145275,"Xenobiotics","Drug - Analgesics, Anesthetics",5393,"NAMED","XWJUDDGELKXYNO-QMMMGPOBSA-N","OC1=CC=C2C(C=CC([C@H](C)C(O)=O)=C2)=C1","desmethylnaproxen","desmethylnaproxen",NA,"hmdb:HMDB0013989","pubchem:162920","chemspider:18640362","","CAS:52079-10-4","hmdb:HMDB0013989",NA,NA,NA,NA,"","O-Desmethylnaproxen"
100001788,209,46106,143713,"Xenobiotics","Drug - Analgesics, Anesthetics",5394,"NAMED","BNKMSCMOWGCUOF-QMMMGPOBSA-N","C[C@H](C(O)=O)C1=CC2=CC=C(OS(=O)(O)=O)C=C2C=C1","desmethylnaproxen sulfate","desmethylnaproxen sulfate",NA,"","pubchem:184679","chemspider:160559","","","pubchem:184679",NA,NA,NA,NA,"","Desmethylnaproxen sulfate"
100001791,209,33173,142539,"Xenobiotics","Drug - Analgesics, Anesthetics",5380,"NAMED","HRLQZTOIKWEZBN-UHFFFAOYSA-N","CC(NC1=C(O)C=C(OS(=O)(O)=O)C=C1)=O","2-hydroxyacetaminophen sulfate*","2-hydroxyacetaminophen sulfate*",NA,"hmdb:HMDB0062547","pubchem:86290013","chemspider:34448632","","","hmdb:HMDB0062547",NA,NA,NA,NA,"","2-Hydroxyacetaminophen sulfate"
100001793,209,47031,148286,"Xenobiotics","Drug - Analgesics, Anesthetics",5381,"NAMED","NZKKXAGORRATJB-UHFFFAOYSA-N","CC(NC1=C(OC)C=C(OS(=O)(O)=O)C=C1)=O","2-methoxyacetaminophen sulfate*","2-methoxyacetaminophen sulfate*",NA,"hmdb:HMDB0062550","pubchem:86290014","chemspider:34448633","","","hmdb:HMDB0062550",NA,NA,NA,NA,"","2-Methoxyacetaminophen sulfate"
100001795,209,33161,153167,"Xenobiotics","Drug - Analgesics, Anesthetics",5382,"NAMED","GDCCQRYSPGZVPX-UHFFFAOYSA-N","CC(NC1=C(OC)C=C(OC2OC(C(O)=O)C(O)C(O)C2O)C=C1)=O","2-methoxyacetaminophen glucuronide*","2-methoxyacetaminophen glucuronide*",NA,"hmdb:HMDB0240215","pubchem:121596203","chemspider:52083351","","","hmdb:HMDB0240215",NA,NA,NA,NA,"","2-Methoxyacetaminophen glucuronide"
100001797,400,34365,156081,"Xenobiotics","Drug - Analgesics, Anesthetics",5383,"NAMED","LLHICPSCVFRWDT-UHFFFAOYSA-N","CC(NC1=CC=C(O)C(SCC(C(O)=O)N)=C1)=O","3-(cystein-S-yl)acetaminophen*","3-(cystein-S-yl)acetaminophen*",NA,"hmdb:HMDB0240217","pubchem:171264","chemspider:4403253","","CAS:53446-10-9","hmdb:HMDB0240217",NA,NA,NA,NA,"","3-(Cystein-S-yl)acetaminophen"
100001806,209,36845,143732,"Xenobiotics","Benzoate Metabolism",4560,"NAMED","CYGSXDXRHXMAOV-UHFFFAOYSA-N","O=S(OC1=CC=CC=C1C)(O)=O","o-cresol sulfate","o-cresol sulfate",NA,"hmdb:HMDB0011635","pubchem:11615528","chemspider:9790277","","","hmdb:HMDB0011635",NA,NA,NA,NA,"","o-Cresol sulfate"
100001809,209,36847,143734,"Xenobiotics","Benzoate Metabolism",4521,"NAMED","TXENPQZYQPWRAV-UHFFFAOYSA-N","O=S(OC1=C(CC)C=CC=C1)(O)=O","2-ethylphenylsulfate","2-ethylphenylsulfate",NA,"","","","","","",NA,NA,NA,NA,"",NA
100001810,400,36808,156271,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",498,"NAMED","YDGMGEXADBMOMJ-LURJTMIESA-N","N[C@@H](CCCNC(N(C)C)=N)C(O)=O","dimethylarginine (SDMA + ADMA)","dimethylarginine (ADMA + SDMA)",NA,"hmdb:HMDB0003334,HMDB0001539","pubchem:123831,169148","chemspider:110375","kegg:C21189,C03626","CAS:102783-24-4","hmdb:HMDB0003334",NA,NA,NA,NA,"","Dimethylarginine"
100001843,400,37063,156289,"Peptide","Gamma-glutamyl Amino Acid",632,"NAMED","WQXXXVRAFAKQJM-WHFBIAKZSA-N","C[C@H](NC(CC[C@H](N)C(O)=O)=O)C(O)=O","gamma-glutamylalanine","gamma-glutamylalanine",NA,"hmdb:HMDB0029142","pubchem:440103","chemspider:389104","kegg:C03738","CAS:5875-41-2","hmdb:HMDB0029142",NA,NA,NA,NA,"","gamma-Glutamylalanine"
100001851,305,37076,147598,"Amino Acid","Glycine, Serine and Threonine Metabolism",11,"NAMED","JJIHLJJYMXLCOY-BYPYZUCNSA-N","OC[C@@H](C(O)=O)NC(C)=O","N-acetylserine","N-acetylserine",NA,"hmdb:HMDB0002931","pubchem:65249","chemspider:58744","","CAS:97-14-3","hmdb:HMDB0002931",NA,NA,NA,NA,"","N-Acetylserine"
100001856,402,42448,164202,"Lipid","Phosphatidylethanolamine (PE)",2426,"NAMED","JQKOHRZNEOQNJE-AYBNWLFXSA-N","O=C(CCCCCCC/C=C/CCCCCCCC)O[C@@H](COP(OCCN)(O)=O)COC(CCCCCCCCCCCCCCCCC)=O","1-stearoyl-2-oleoyl-GPE (18:0/18:1)","1-stearoyl-2-oleoyl-GPE (18:0/18:1)",NA,"hmdb:HMDB0008993","pubchem:9546742","","","","hmdb:HMDB0008993",NA,NA,NA,NA,"","PE 18:0/18:1"
100001859,305,37112,145854,"Lipid","Inositol Metabolism",2203,"NAMED","CDAISMWEOUEBRE-LKPKBOIGSA-N","O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","chiro-inositol","chiro-inositol",NA,"hmdb:HMDB0240209","","chemspider:10254647","kegg:C19891","CAS:643-12-9","hmdb:HMDB0240209",NA,NA,NA,NA,"","1D-chiro-Inositol"
100001868,209,37181,144354,"Xenobiotics","Food Component/Plant",5089,"NAMED","KFDHKOFCRYUXLA-UHFFFAOYSA-N","C=CCC1=CC=C(OS(=O)(O)=O)C=C1","4-allylphenol sulfate","4-allylphenol sulfate",NA,"","pubchem:66633409","","","","pubchem:66633409",NA,NA,NA,NA,"","4-Allylphenol sulfate"
100001869,402,42450,164205,"Lipid","Phosphatidylcholine (PC)",2334,"NAMED","PSVRFUPOQYJOOZ-QNPWAGBNSA-N","C[N+](C)(CCOP([O-])(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O)C","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)",NA,"hmdb:HMDB0008048","pubchem:16219824","chemspider:17347139","","CAS:35418-59-8","hmdb:HMDB0008048",NA,NA,NA,NA,"","PC 18:0/20:4"
100001870,402,42449,164197,"Lipid","Phosphatidylethanolamine (PE)",2411,"NAMED","HBZNVZIRJWODIB-NHCUFCNUSA-N","O=C(CCCCCCC/C=C\C/C=C\CCCCC)O[C@@H](COP(OCCN)(O)=O)COC(CCCCCCCCCCCCCCC)=O","1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)","1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)",NA,"hmdb:HMDB0005322","pubchem:9546747","chemspider:7825697","","","hmdb:HMDB0005322",NA,NA,NA,NA,"","PE 16:0/18:2"
100001872,402,52235,164206,"Lipid","Phosphatidylserine (PS)",2509,"NAMED","SVOUGFFDROZBJI-DNALCEECSA-N","O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)",NA,"hmdb:HMDB0012383","pubchem:24779545","","","","hmdb:HMDB0012383",NA,NA,NA,NA,"","PS 18:0/20:4"
100001876,402,52605,165336,"Lipid","Sphingolipid Synthesis",3002,"NAMED","YHEDRJPUIRMZMP-UHFFFAOYSA-N","OP(O)(OCC(C(CCCCCCCCCCCCCCC)O)N)=O","sphinganine-1-phosphate","sphinganine-1-phosphate",NA,"hmdb:HMDB0001383","pubchem:520","chemspider:505","","CAS:19794-97-9","hmdb:HMDB0001383",NA,NA,NA,NA,"","Sphinganine 1-phosphate"
100001882,402,52234,164199,"Lipid","Hexosylceramides (HCER)",3059,"NAMED","YMYQEDCYNANIPI-OQRGLTFYSA-N","OC1C(CO)OC(OC[C@H](NC(CCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CCCCCCCCCCCCC)C(O)C1O","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)",NA,"","","","","","",NA,NA,NA,NA,"","HexCer 18:1;O2/18:0"
100001925,400,37104,156323,"Peptide","Dipeptide",762,"NAMED","SZJNCZMRZAUNQT-IUCAKERBSA-N","O=C(N[C@H]1CC(C)C)[C@H]2N(CCC2)C1=O","cyclo(leu-pro)","cyclo(leu-pro)",NA,"hmdb:HMDB0034276","pubchem:7074739","chemspider:5428292","","CAS:2873-36-1","hmdb:HMDB0034276",NA,NA,NA,NA,"","Cyclo(Leu-Pro)"
100001933,402,37033,158830,"Xenobiotics","Drug - Neurological",5823,"NAMED","FFGPTBGBLSHEPO-UHFFFAOYSA-N","O=C(N1C2=C(C=CC3=CC=CC=C13)C=CC=C2)N","carbamazepine","carbamazepine",NA,"hmdb:HMDB0014704","pubchem:2554","chemspider:2457","kegg:C06868,D00252","CAS:298-46-4","hmdb:HMDB0014704",NA,NA,NA,NA,"","Carbamazepine"
100001946,400,37077,156299,"Peptide","Dipeptide",745,"NAMED","OWOHLURDBZHNGG-YFKPBYRVSA-N","O=C(NC1)[C@H](CCC2)N2C1=O","cyclo(gly-pro)","cyclo(gly-pro)",NA,"","pubchem:193540","chemspider:112149","","CAS:3705-27-9","pubchem:193540",NA,NA,NA,NA,"","Cyclo(Gly-Pro)"
100001948,400,37058,156287,"Energy","TCA Cycle",1448,"NAMED","HAEVNYBCYZZDFL-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCC(O)=O)=O)=O","succinylcarnitine (C4-DC)","succinylcarnitine (C4-DC)",NA,"hmdb:HMDB0061717","pubchem:71464481","chemspider:28639166","","CAS:256928-74-2","hmdb:HMDB0061717",NA,NA,NA,NA,"","CAR DC4:0"
100001950,402,32586,158528,"Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",4410,"NAMED","BPYKTIZUTYGOLE-VVCLLGATSA-N","CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C\4C)=O)N3)N2","bilirubin (E,E)*","bilirubin (E,E)*",NA,"hmdb:HMDB0240584","pubchem:129320511","chemspider:4474753","","","hmdb:HMDB0240584",NA,NA,NA,NA,"","Bilirubin"
100001951,402,47886,160233,"Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",4411,"NAMED","BPYKTIZUTYGOLE-BMNRKXRESA-N","CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2","bilirubin (E,Z or Z,E)*","bilirubin (E,Z or Z,E)*",NA,"hmdb:HMDB0000488","pubchem:5799469","chemspider:4705847","kegg:C00486","","hmdb:HMDB0000488",NA,NA,NA,NA,"","Bilirubin"
